student_id,gender,major,program,GPA
84,Female,B.Tech,ECE,6.985404686020824
85,Male,B.Tech,CSE,7.046443309443627
86,Male,PhD,CND,9.195026218907502
87,Male,B.Tech,CND,9.596304503775034
88,Female,B.Tech,ECE,6.590273652986208
89,Female,PhD,CSE,8.18718191794948
90,Male,B.Tech,CND,8.353539844460304
91,Male,B.Tech,CHD,7.281573427815643
92,Female,B.Tech,CSE,6.9515354133166625
93,Female,PhD,ECE,8.393212821939768
94,Male,MS,ECE,8.41311934362928
95,Male,MS,CSE,7.8816541093300065
96,Female,B.Tech,CSE,7.27799761268988
97,Male,B.Tech,ECE,5.370753495007645
98,Male,B.Tech,CHD,5.908864435939105
99,Male,MS,CSE,8.457820242017291
100,Female,B.Tech,ECE,6.573470974845952
101,Male,B.Tech,CSE,6.282197310328323
102,Male,B.Tech,ECE,6.122653119868141
103,Male,B.Tech,ECE,6.88444700026844
104,Male,PhD,ECE,8.596388775780401
105,Male,MS,ECE,8.778855788289698
106,Female,B.Tech,ECE,7.156099248184745
107,Female,PhD,CHD,7.874706303911103
108,Female,B.Tech,CSE,6.749767063982621
109,Male,PhD,CSE,9.151926623975376
110,Male,B.Tech,ECE,8.284937678415282
111,Male,MS,CSE,8.567936149839488
112,Male,PhD,ECE,7.84722148284675
113,Male,B.Tech,ECE,6.2111805955563595
114,Male,B.Tech,ECE,7.071955965217925
115,Male,B.Tech,CSE,7.236905500821125
116,Female,B.Tech,CND,6.498175229188721
117,Male,B.Tech,CND,7.064801086445049
118,Male,MS,CSE,8.825690102221142
119,Female,B.Tech,ECE,5.625724153222755
120,Male,MS,ECE,8.363554893396831
121,Male,B.Tech,CSE,6.295417910698064
122,Female,B.Tech,CSE,7.587776968343758
123,Male,MS,CSE,6.579559005178734
124,Male,B.Tech,ECE,7.77713471416313
125,Female,PhD,ECE,8.027177807113258
126,Male,B.Tech,ECE,5.317735400808067
127,Male,B.Tech,CND,5.8133879620360585
128,Female,B.Tech,CSE,7.270049819578082
129,Male,B.Tech,CSE,6.821753575134602
130,Female,MS,CSE,7.929583859265455
131,Male,B.Tech,ECE,6.560627660522888
132,Male,B.Tech,ECE,6.189597919321275
133,Male,MS,CND,8.241430344823042
134,Male,PhD,CHD,8.476691770464772
135,Male,MS,CSE,8.268476321745942
136,Male,MS,CND,7.493140734552376
137,Female,B.Tech,CHD,6.369266260266303
138,Female,B.Tech,CND,8.592503704690275
139,Male,B.Tech,CSE,7.177076540296855
140,Male,B.Tech,CSE,8.814794896930076
141,Male,B.Tech,CSE,6.0498443240697
142,Male,B.Tech,CSE,6.288371259054012
143,Female,B.Tech,CHD,8.231920639642475
144,Male,B.Tech,CSE,5.618205788935159
145,Male,B.Tech,CSE,6.410643876900085
146,Male,B.Tech,ECE,8.06855571652738
147,Male,B.Tech,CHD,5.817834432691362
148,Female,MS,ECE,8.131112289587017
149,Male,B.Tech,ECE,7.415058020954827
150,Male,B.Tech,CND,7.674480086561154
151,Female,B.Tech,CSE,4.296174931686099
152,Male,B.Tech,ECE,6.902183671927449
153,Male,B.Tech,CSE,6.261662262993451
154,Male,PhD,ECE,7.990963313923604
155,Female,PhD,ECE,8.125229734717426
156,Male,B.Tech,ECE,6.937994344685937
157,Female,B.Tech,ECE,7.247119835369956
158,Male,B.Tech,ECE,7.71822777842269
159,Male,B.Tech,CSE,5.6423069559761405
160,Female,MS,ECE,8.821729771538788
161,Male,B.Tech,ECE,8.287897372598785
162,Female,B.Tech,ECE,7.429372489408379
163,Male,B.Tech,ECE,7.553188079189718
164,Male,MS,CSE,7.237064215198791
165,Female,B.Tech,CSE,7.147832533846318
166,Male,PhD,ECE,8.135659885536366
167,Male,B.Tech,CSE,7.35616980559908
168,Male,MS,CND,7.276744800380092
169,Female,B.Tech,CSE,7.311113631978257
170,Male,B.Tech,CSE,7.150249156948872
171,Male,B.Tech,CND,6.597425037590299
172,Male,B.Tech,CHD,7.040732565574068
173,Male,B.Tech,ECE,8.060844006502204
174,Male,B.Tech,CSE,7.037148455775887
175,Male,PhD,ECE,8.374417795967396
176,Male,B.Tech,ECE,6.329747233789135
177,Male,PhD,CSE,8.8245631769413
178,Male,PhD,CND,8.654236705554599
179,Female,B.Tech,ECE,8.592774735616413
180,Female,B.Tech,CSE,6.54567495313263
181,Male,B.Tech,CSE,7.188409143905102
182,Male,B.Tech,CSE,7.794734062339821
183,Male,B.Tech,CND,6.962761862334546
184,Female,PhD,CSE,9.337282742305582
185,Female,MS,CND,8.542619802152288
186,Male,B.Tech,ECE,5.55254185047112
187,Male,B.Tech,ECE,6.655312360105455
188,Male,MS,CSE,8.279104405114033
189,Male,B.Tech,ECE,6.716706079799974
190,Male,B.Tech,CSE,7.262281455425303
191,Male,B.Tech,ECE,7.022425253278861
192,Male,B.Tech,ECE,6.3977304214224215
193,Other,B.Tech,ECE,6.990648213566862
194,Male,B.Tech,CSE,7.116550275822134
195,Male,B.Tech,ECE,7.939327967635427
196,Male,B.Tech,CSE,6.080614791049081
197,Male,B.Tech,ECE,8.528749181575048
198,Male,B.Tech,CSE,7.990042828298406
199,Female,MS,ECE,6.787545500100651
200,Female,B.Tech,CSE,8.5799991814499
201,Male,B.Tech,CHD,6.393697446944365
202,Male,B.Tech,ECE,7.678048720823048
203,Male,B.Tech,ECE,8.625774187809899
204,Male,B.Tech,ECE,5.402233715091778
205,Female,B.Tech,ECE,6.9688275413352105
206,Female,B.Tech,CSE,6.761241489205782
207,Female,B.Tech,CSE,6.47178888711195
208,Male,B.Tech,ECE,8.453612867838597
209,Male,B.Tech,ECE,7.572482265805078
210,Male,PhD,CSE,8.345534655187826
211,Male,MS,ECE,7.314725497794577
212,Male,B.Tech,CSE,8.206964890752962
213,Male,B.Tech,ECE,7.972609064763694
214,Male,B.Tech,CSE,6.471388827982072
215,Male,B.Tech,CSE,8.043892684284154
216,Female,MS,CSE,8.07246622297166
217,Female,B.Tech,ECE,7.125327667212746
218,Other,MS,CSE,7.476347574221611
219,Male,B.Tech,CND,5.369202126821898
220,Male,B.Tech,CSE,8.457363214480834
221,Male,B.Tech,CSE,8.432946846389184
222,Male,B.Tech,ECE,8.831049860665338
223,Male,B.Tech,CHD,6.687535019182563
224,Male,B.Tech,CHD,7.32631065509811
225,Female,B.Tech,ECE,6.476586340322852
226,Male,B.Tech,CSE,5.758600637705366
227,Male,B.Tech,ECE,8.810249441108972
228,Other,B.Tech,ECE,6.308461541946405
229,Male,B.Tech,CHD,6.034397480784942
230,Male,B.Tech,CSE,6.142256165934823
231,Female,MS,CHD,7.8225636343446245
232,Male,B.Tech,ECE,7.587300938911163
233,Female,B.Tech,CHD,7.2758620651868835
234,Male,B.Tech,CSE,8.757126724130119
235,Male,B.Tech,ECE,6.768974625483567
236,Male,B.Tech,ECE,7.413549904894172
237,Male,PhD,CSE,7.669706712771287
238,Male,B.Tech,CND,4.691081791809118
239,Male,B.Tech,CND,7.96143281308078
240,Male,B.Tech,CND,7.047596126366641
241,Male,MS,CND,7.110841045991243
242,Male,PhD,CND,8.414195032328816
243,Female,MS,CND,7.850106067328225
244,Female,B.Tech,ECE,6.9025261880767985
245,Female,B.Tech,ECE,6.7864319794921935
246,Female,B.Tech,ECE,6.23428065722867
247,Male,MS,CSE,7.12597255852519
248,Other,B.Tech,CSE,8.200042061935006
249,Female,MS,CHD,8.408680144635014
250,Male,B.Tech,CND,7.152205734807068
251,Male,B.Tech,ECE,5.422675335508574
252,Female,B.Tech,CND,7.226853652511569
253,Male,PhD,CSE,7.771561393746837
254,Male,B.Tech,ECE,5.80279513420956
255,Male,B.Tech,CND,6.436250549901724
256,Female,B.Tech,ECE,7.654423680966848
257,Male,MS,CSE,7.96673873870811
258,Female,B.Tech,CSE,6.6088509744199895
259,Female,PhD,ECE,8.526337120792306
260,Male,B.Tech,CSE,7.205056540512321
261,Male,PhD,CND,8.576722466246972
262,Female,PhD,ECE,9.183879468731485
263,Male,B.Tech,CND,7.394709243295687
264,Female,B.Tech,CHD,5.405123915852909
265,Female,B.Tech,ECE,4.045212108568624
266,Male,MS,CSE,7.179984585375441
267,Male,B.Tech,ECE,5.552589241978888
268,Male,B.Tech,CHD,8.088214890166887
269,Female,B.Tech,ECE,7.843163512120202
270,Male,B.Tech,ECE,7.104571562482523
271,Female,MS,CND,8.003283198030424
272,Female,PhD,CND,8.102489295944894
273,Female,B.Tech,CSE,6.2122762154374
274,Male,MS,CSE,9.684924223619943
275,Female,B.Tech,CSE,6.325607895474607
276,Male,MS,ECE,8.58731262299121
277,Female,B.Tech,ECE,8.973812728695973
278,Female,B.Tech,CND,6.962549514930497
279,Male,PhD,CSE,7.9266959114389595
280,Male,B.Tech,CSE,7.780822606924648
281,Male,PhD,CND,7.990403921855875
282,Female,B.Tech,CND,6.5161231250465015
283,Male,MS,CHD,7.641199787173854
284,Other,B.Tech,CSE,7.0176161777653245
285,Female,B.Tech,CSE,7.294120926597988
286,Female,B.Tech,CSE,7.17520177410085
287,Other,MS,CHD,8.197806049430236
288,Male,B.Tech,ECE,9.049025931524554
289,Male,MS,ECE,8.004134357267805
290,Male,MS,ECE,7.567124123026547
291,Other,B.Tech,ECE,6.788173766319367
292,Female,B.Tech,CSE,4.992333883005317
293,Male,B.Tech,CSE,5.915442244845108
294,Male,MS,ECE,8.135358803608122
295,Male,B.Tech,CSE,6.749773621748245
296,Male,MS,CSE,8.498238142405862
297,Male,B.Tech,ECE,5.559216888539843
298,Male,B.Tech,CSE,6.446890760091014
299,Male,B.Tech,CHD,7.694840437607008
300,Male,B.Tech,CSE,7.978846601434838
301,Male,B.Tech,ECE,9.104185626572168
302,Male,B.Tech,ECE,8.396585454820361
303,Male,MS,ECE,8.910729343802222
304,Other,B.Tech,CHD,6.173094456506309
305,Male,B.Tech,ECE,8.267446847721274
306,Male,B.Tech,CHD,7.614302224785742
307,Male,MS,CHD,8.654954609610963
308,Male,MS,CHD,8.614919195550122
309,Male,B.Tech,CND,5.518696856968142
310,Male,B.Tech,CHD,6.964548708493703
311,Female,MS,CND,8.135297283349137
312,Female,B.Tech,CSE,6.187753937343521
313,Male,B.Tech,CSE,7.895934277860141
314,Female,B.Tech,ECE,6.360544662165225
315,Male,B.Tech,ECE,7.240625814634093
316,Female,B.Tech,ECE,8.246581933902204
317,Male,PhD,CND,8.538021339776517
318,Female,PhD,ECE,7.937652351263733
319,Male,B.Tech,CSE,7.658028922339737
320,Female,PhD,CHD,8.335435041878116
321,Female,B.Tech,ECE,6.398178674516629
322,Female,B.Tech,CSE,5.939869352314874
323,Male,B.Tech,CSE,8.08357774073544
324,Male,B.Tech,CSE,6.734942109837967
325,Female,B.Tech,CSE,7.286482362602945
326,Male,B.Tech,CSE,6.496906210903095
327,Male,B.Tech,CHD,6.391538454554764
328,Male,MS,CND,8.036199505925818
329,Male,B.Tech,CSE,5.200293059900817
330,Female,B.Tech,ECE,5.780963623168196
331,Male,MS,ECE,6.856367433776972
332,Male,B.Tech,CHD,7.276690065084267
333,Male,MS,ECE,9.462863156977368
334,Male,B.Tech,ECE,7.19430694659944
335,Male,MS,CND,8.118117709946883
336,Female,MS,CND,8.605841119126223
337,Female,B.Tech,ECE,6.642752797088969
338,Male,B.Tech,CSE,5.615716310809445
339,Female,PhD,ECE,8.785191680305108
340,Male,MS,CHD,8.01791775170914
341,Male,MS,ECE,8.012398344535917
342,Male,B.Tech,CND,7.96540855135648
343,Male,MS,ECE,8.557660688763606
344,Female,MS,CSE,7.201935939093867
345,Female,PhD,CHD,7.563047843174954
346,Male,B.Tech,CSE,7.421046429592715
347,Male,B.Tech,CHD,6.66910384272913
348,Female,MS,CND,8.24634202076401
349,Male,MS,ECE,8.241594145491712
350,Male,B.Tech,CSE,7.929838830931285
351,Male,B.Tech,ECE,5.249302528881266
352,Male,B.Tech,CND,6.782208665847251
353,Male,B.Tech,CSE,6.330193616661736
354,Male,PhD,ECE,8.271717590812838
355,Male,B.Tech,CHD,7.901276921025849
356,Male,B.Tech,ECE,6.977441156089653
357,Female,B.Tech,CSE,6.18723906116779
358,Male,PhD,ECE,7.9665536863809265
359,Male,B.Tech,CSE,6.373706162518198
360,Male,PhD,CSE,8.54455004761468
361,Male,MS,CSE,6.507011989219999
362,Female,B.Tech,CSE,5.78935533824612
363,Male,MS,ECE,7.410941951268828
364,Male,B.Tech,CSE,6.8851230698615735
365,Female,B.Tech,ECE,6.074650075597328
366,Female,B.Tech,CSE,6.6313188895794974
367,Male,B.Tech,CSE,7.196051403724048
368,Male,MS,CSE,8.068181376840622
369,Female,B.Tech,CSE,8.133887142346655
370,Male,B.Tech,ECE,7.620445927556011
371,Male,B.Tech,CSE,7.479405665999067
372,Male,B.Tech,CSE,6.398951641989552
373,Male,B.Tech,CSE,5.94230200089673
374,Male,B.Tech,CHD,7.33458017312412
375,Male,B.Tech,CSE,6.481026385241242
376,Male,B.Tech,CND,6.612929493669205
377,Female,MS,CND,6.899368483525169
378,Male,B.Tech,ECE,7.0253595595691785
379,Female,B.Tech,CHD,6.693718901679398
380,Male,MS,CHD,8.913493827188972
381,Male,B.Tech,CSE,4.666411948725781
382,Female,B.Tech,ECE,9.078004973616295
383,Male,MS,CHD,7.7241964526620785
384,Female,B.Tech,CSE,5.388135632721857
385,Male,B.Tech,ECE,8.734883121315727
386,Male,B.Tech,ECE,6.106308957906716
387,Male,MS,ECE,8.4380814808756
388,Male,B.Tech,ECE,7.261435015791711
389,Female,B.Tech,ECE,7.122478346201541
390,Male,B.Tech,CND,5.508455379831116
391,Female,B.Tech,CND,7.854890485992231
392,Male,B.Tech,CSE,6.726911990444387
393,Male,B.Tech,ECE,6.918045776317098
394,Male,MS,CSE,7.732095392587704
395,Female,MS,CND,8.783355935595152
396,Male,B.Tech,CSE,8.772960824160943
397,Male,MS,CND,8.117650845253298
398,Female,PhD,CSE,7.823067916340997
399,Male,B.Tech,CSE,7.78408095927182
400,Male,MS,ECE,8.525549087037708
401,Male,B.Tech,CSE,7.063327868136652
402,Male,B.Tech,CND,6.829708163168634
403,Female,B.Tech,ECE,7.39006924661267
404,Male,B.Tech,CSE,6.245716597167711
405,Female,B.Tech,CSE,7.052341753546519
406,Male,B.Tech,ECE,8.789569140146142
407,Female,B.Tech,CSE,5.743842776357585
408,Male,B.Tech,CSE,8.231654082627452
409,Male,B.Tech,ECE,8.010538516837165
410,Female,B.Tech,CSE,7.210173316709636
411,Male,B.Tech,CSE,7.206232541692738
412,Female,B.Tech,ECE,5.9674312947741655
413,Male,PhD,CND,8.302927306022658
414,Female,PhD,CHD,8.545809358133905
415,Female,B.Tech,ECE,7.344351209700081
416,Male,MS,CND,7.518672433245894
417,Male,B.Tech,ECE,6.911167031253828
418,Female,B.Tech,CSE,7.24655285507426
419,Male,MS,CND,7.598345642799653
420,Male,PhD,CHD,8.036467300531418
421,Male,B.Tech,ECE,7.10076404119959
422,Female,MS,CSE,7.449305327546733
423,Female,MS,CND,6.425881448206016
424,Male,MS,CSE,7.28462361448206
425,Male,B.Tech,ECE,6.679438373067416
426,Male,B.Tech,CSE,7.542237343310247
427,Male,MS,CND,7.980827288628126
428,Male,MS,CSE,8.224189862457987
429,Male,B.Tech,ECE,7.587396815239549
430,Male,B.Tech,CSE,6.582611461455887
431,Female,B.Tech,CSE,6.792298576502617
432,Other,PhD,CSE,8.584561546505165
433,Female,B.Tech,CSE,6.342465836590761
434,Male,B.Tech,CSE,6.380387901948735
435,Male,B.Tech,ECE,7.561373919708666
436,Female,PhD,CHD,8.459253906474586
437,Male,B.Tech,CSE,6.487500374565771
438,Male,B.Tech,CSE,4.821449673455995
439,Male,MS,CND,7.3038678701824225
440,Male,B.Tech,CSE,6.797747796573008
441,Male,B.Tech,CSE,6.730079159220824
442,Male,MS,ECE,7.329012458014366
443,Female,B.Tech,CND,6.32433120424315
444,Female,B.Tech,CSE,7.292869086941084
445,Male,B.Tech,ECE,6.620780837053544
446,Male,B.Tech,CSE,6.61355473534164
447,Male,B.Tech,CHD,7.2602254477296295
448,Female,MS,CND,8.228420196898755
449,Male,B.Tech,CSE,5.459856930768409
450,Female,B.Tech,CSE,6.27379736231607
451,Male,B.Tech,ECE,6.71869515120686
452,Male,PhD,CND,7.696974518077032
453,Male,B.Tech,ECE,7.487708116833548
454,Male,B.Tech,CSE,6.645736465100718
455,Male,B.Tech,CSE,6.803400337952566
456,Male,B.Tech,CSE,5.574230041911879
457,Other,B.Tech,CSE,4.602416275521676
458,Female,MS,CSE,7.722755350339823
459,Male,B.Tech,ECE,8.17375393440666
460,Female,B.Tech,ECE,7.099537835544651
461,Male,PhD,CSE,8.046328108869329
462,Male,B.Tech,CHD,9.089847045043737
463,Male,B.Tech,CSE,8.281111608030217
464,Male,B.Tech,ECE,7.882846896273595
465,Female,PhD,ECE,7.930958337103719
466,Male,B.Tech,CSE,8.524204896988707
467,Female,B.Tech,ECE,7.842056504835753
468,Female,B.Tech,CND,6.879889348837254
469,Female,B.Tech,ECE,7.691858372017283
470,Female,B.Tech,ECE,8.833964046079197
471,Female,MS,CND,8.461396644433165
472,Male,B.Tech,CSE,6.88329584384258
473,Male,B.Tech,ECE,7.361975926414179
474,Female,B.Tech,CSE,5.836610413256505
475,Male,B.Tech,ECE,5.47455182716144
476,Female,B.Tech,CSE,7.27478302503472
477,Female,PhD,ECE,7.652829994095093
478,Male,B.Tech,ECE,5.329812214751949
479,Male,MS,CSE,8.748109062070448
480,Male,B.Tech,CSE,6.503315512164116
481,Female,B.Tech,ECE,5.929678464770707
482,Female,B.Tech,ECE,7.820861219062862
483,Male,MS,ECE,7.298867178101181
484,Male,B.Tech,CSE,7.804586493969763
485,Male,B.Tech,CSE,7.192788148612385
486,Male,B.Tech,CSE,6.238924913426711
487,Male,B.Tech,CSE,5.311510479899843
488,Male,MS,CND,8.341637703149686
489,Female,B.Tech,CND,6.675717830643407
490,Male,MS,ECE,7.623171307367354
491,Male,B.Tech,CSE,7.736532068738207
492,Female,B.Tech,ECE,7.339233248157409
493,Male,MS,ECE,9.384577963519709
494,Male,PhD,CHD,9.022559251160853
495,Female,B.Tech,CSE,6.464950223350381
496,Male,B.Tech,ECE,6.97368708887245
497,Male,B.Tech,CSE,5.546529202712476
498,Female,MS,CSE,8.157483229602
499,Female,B.Tech,ECE,7.674639874354409
500,Male,B.Tech,ECE,7.682244853633719
501,Male,B.Tech,CSE,6.135571685179783
502,Male,B.Tech,CSE,6.375938744307757
503,Female,B.Tech,CSE,5.70204495428289
504,Male,B.Tech,CND,6.793490727895288
505,Male,B.Tech,ECE,7.877179336485495
506,Male,B.Tech,CHD,7.095004770113036
507,Male,MS,ECE,7.200133104420797
508,Male,B.Tech,CND,8.92703260709844
509,Male,B.Tech,CSE,5.386194861901426
510,Male,B.Tech,ECE,6.3034372019102705
511,Male,B.Tech,ECE,8.335643699381425
512,Male,B.Tech,CSE,7.967319137969122
513,Male,B.Tech,ECE,6.689131869364903
514,Female,B.Tech,CSE,4.0
515,Male,MS,CSE,7.2344544308253065
516,Male,B.Tech,ECE,6.7416980082572495
517,Male,MS,CND,8.745034072850752
518,Male,B.Tech,ECE,6.152120835020943
519,Male,B.Tech,CND,7.277305591446997
520,Male,B.Tech,CND,6.196902585698182
521,Male,B.Tech,ECE,6.129564636602999
522,Female,B.Tech,ECE,6.16325846586885
523,Male,B.Tech,ECE,6.368479231623567
524,Male,B.Tech,ECE,8.623225538092633
525,Male,B.Tech,CSE,6.089243955972917
526,Male,B.Tech,CND,6.587967688964834
527,Female,B.Tech,ECE,7.457308667065488
528,Female,PhD,CSE,7.865541105200373
529,Female,MS,ECE,7.751215023096809
530,Female,B.Tech,ECE,6.7474844340632565
531,Female,MS,CSE,7.863960699859013
532,Male,B.Tech,ECE,8.101506076561414
533,Male,B.Tech,ECE,7.8287718378315345
534,Female,MS,CHD,8.332629953710676
535,Male,MS,ECE,7.0197819309802565
536,Female,B.Tech,ECE,7.449322085385104
537,Male,B.Tech,CSE,7.182977805019428
538,Male,B.Tech,ECE,6.832457776598506
539,Female,MS,ECE,8.109245013518636
540,Female,B.Tech,ECE,5.922295891915362
541,Female,PhD,CND,8.170046599206401
542,Female,B.Tech,CSE,7.555254183988137
543,Female,PhD,CND,8.608392584827854
544,Female,B.Tech,ECE,7.245026566310956
545,Female,B.Tech,ECE,6.4599410240187325
546,Male,B.Tech,ECE,8.114834878748127
547,Female,B.Tech,CSE,5.935071035549436
548,Female,B.Tech,ECE,6.485082538743308
549,Male,B.Tech,CND,6.362113888815946
550,Male,B.Tech,CND,7.875231171613417
551,Male,B.Tech,CSE,5.984206746259829
552,Male,MS,CND,7.610867728870769
553,Male,B.Tech,CSE,7.030865046978738
554,Male,B.Tech,CSE,9.102739082985487
555,Male,MS,ECE,8.328171488589247
556,Male,PhD,CSE,8.806716173995365
557,Male,PhD,CSE,8.548005608937103
558,Male,B.Tech,CHD,7.2246278438295795
559,Female,B.Tech,CSE,9.174321604313349
560,Male,B.Tech,CSE,7.587806382588689
561,Male,B.Tech,CND,7.987184779355937
562,Male,B.Tech,ECE,6.272059521382235
563,Male,B.Tech,CSE,6.11662461102618
564,Male,B.Tech,ECE,8.250270489468766
565,Male,B.Tech,ECE,5.765209621288056
566,Female,B.Tech,CSE,7.934139829572643
567,Female,B.Tech,CSE,6.0148435665205975
568,Male,B.Tech,ECE,7.699326464037932
569,Female,B.Tech,CSE,6.7873049557246805
570,Male,B.Tech,ECE,7.926237231953381
571,Male,B.Tech,ECE,6.839824449125373
572,Other,B.Tech,ECE,6.609252058361287
573,Female,B.Tech,ECE,8.013202144905206
574,Female,B.Tech,ECE,7.1163726348863365
575,Female,B.Tech,ECE,8.088947145201432
576,Male,B.Tech,CSE,7.718852934372792
577,Male,PhD,CHD,7.880120741466934
578,Male,B.Tech,ECE,7.268657229976259
579,Female,MS,CSE,8.098103269416075
580,Male,B.Tech,ECE,7.586207297323124
581,Male,B.Tech,CSE,5.299731623485001
582,Female,MS,CHD,8.167210367403904
583,Male,B.Tech,ECE,9.081743884157076
584,Male,B.Tech,CSE,8.3807796421541
585,Female,B.Tech,CSE,6.707772677043973
586,Male,B.Tech,CSE,6.634525308578742
587,Male,MS,CHD,8.430572511055438
588,Male,B.Tech,ECE,4.301648928393838
589,Male,MS,CND,9.175968812462374
590,Male,B.Tech,ECE,4.603791466030582
591,Male,B.Tech,CSE,7.811413219282808
592,Male,PhD,CND,7.846708375291472
593,Male,B.Tech,ECE,5.311331211977614
594,Male,MS,CND,8.642685776200318
595,Female,B.Tech,ECE,7.207876117949488
596,Female,MS,CSE,7.834530844940586
597,Male,B.Tech,CND,6.715301172219069
598,Other,B.Tech,ECE,7.692591011287646
599,Female,B.Tech,CND,6.168847276007182
600,Male,B.Tech,CSE,6.256785820671152
601,Female,PhD,ECE,8.119382648708722
602,Male,B.Tech,CSE,8.107831821459044
603,Female,B.Tech,ECE,7.5982723691000675
604,Female,B.Tech,ECE,6.899407865152109
605,Male,B.Tech,ECE,5.19203090006121
606,Female,B.Tech,CHD,8.546880690549527
607,Male,B.Tech,CSE,9.095964426937261
608,Male,B.Tech,CSE,6.884431372283526
609,Male,B.Tech,CSE,5.769433174782787
610,Female,B.Tech,CSE,6.192356758030692
611,Male,B.Tech,ECE,7.253876773182943
612,Male,PhD,CHD,9.066423347090748
613,Female,MS,CSE,7.884020061759006
614,Male,B.Tech,CHD,8.675752324885396
615,Male,B.Tech,CND,6.282513535532563
616,Male,B.Tech,CSE,5.545544130311796
617,Male,MS,CSE,7.341683897315117
618,Male,B.Tech,CSE,5.6874908954319086
619,Male,B.Tech,ECE,7.488860209951551
620,Male,B.Tech,CSE,6.7121011607440195
621,Male,B.Tech,CSE,6.52666728269949
622,Male,B.Tech,CSE,6.509806096696587
623,Female,B.Tech,ECE,6.343177730190742
624,Male,B.Tech,ECE,6.6860342456451365
625,Male,B.Tech,ECE,8.355461948174993
626,Male,MS,ECE,8.416635286473372
627,Male,B.Tech,ECE,6.552776079587007
628,Male,PhD,CHD,9.388653233927467
629,Female,B.Tech,CND,10.0
630,Male,PhD,ECE,8.260630517391272
631,Male,B.Tech,ECE,7.355458714692039
